Time,HeadX,HeadY,HeadZ,HeadTrackingState,NeckX,NeckY,NeckZ,NeckTrackingState,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTrackingState,SpineMidX,SpineMidY,SpineMidZ,SpineMidTrackingState,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTrackingState,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTrackingState,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTrackingState,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTrackingState,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTrackingState,WristLeftX,WristLeftY,WristLeftZ,WristLeftTrackingState,WristRightX,WristRightY,WristRightZ,WristRightTrackingState,HandLeftX,HandLeftY,HandLeftZ,HandLeftTrackingState,HandRightX,HandRightY,HandRightZ,HandRightTrackingState,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTrackingState,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTrackingState,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTrackingState,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackingState,HipLeftX,HipLeftY,HipLeftZ,HipLeftTrackingState,HipRightX,HipRightY,HipRightZ,HipRightTrackingState,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTrackingState,KneeRightX,KneeRightY,KneeRightZ,KneeRightTrackingState,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTrackingState,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTrackingState,FootLeftX,FootLeftY,FootLeftZ,FootLeftTrackingState,FootRightX,FootRightY,FootRightZ,FootRightTrackingState
00:00:00.014,0.2020656,0.6352651,1.682466,Tracked,0.1824779,0.4942127,1.77888,Tracked,0.1864974,0.437889,1.81336,Tracked,0.1977668,0.2636809,1.909309,Tracked,0.2121148,0.02480099,2.029203,Tracked,0.03574628,0.414914,1.817401,Tracked,0.3496579,0.3957251,1.824794,Tracked,-0.04207968,0.2215279,2.012466,Tracked,0.3788651,0.1753233,1.934246,Tracked,0.09284323,0.03011182,1.825567,Tracked,0.4511314,-0.02923011,1.912454,Tracked,0.1664041,-0.08287691,1.763444,Inferred,0.4413041,-0.05827652,1.870989,Tracked,0.2248258,-0.1472467,1.709853,Tracked,0.4397786,-0.07378317,1.84019,Tracked,0.08268192,-0.1301049,1.723351,Tracked,0.4206049,-0.05793324,1.84146,Tracked,0.1427999,0.02377114,1.997181,Tracked,0.2747732,0.02515833,1.998568,Tracked,0.02344055,-0.253668,1.763594,Tracked,0.249542,-0.2188574,1.701379,Tracked,0.09826756,-0.5679945,1.97254,Tracked,0.2084015,-0.5993158,1.916079,Tracked,0.0532664,-0.6559339,1.953806,Tracked,0.1954427,-0.6916847,1.856713,Tracked
00:00:00.210,0.2015353,0.6351296,1.681988,Tracked,0.1822126,0.4941374,1.779086,Tracked,0.1862927,0.4378321,1.813516,Tracked,0.1977024,0.2636711,1.909353,Tracked,0.2121131,0.02481189,2.029198,Tracked,0.03522308,0.4122416,1.815676,Tracked,0.3496809,0.3958923,1.825246,Tracked,-0.04316943,0.2218173,2.013076,Tracked,0.3771154,0.174517,1.932019,Tracked,0.09291127,0.03189467,1.825474,Inferred,0.4369922,-0.05391463,1.873317,Tracked,0.1693212,-0.08158134,1.763469,Inferred,0.42874,-0.136238,1.834729,Tracked,0.2255982,-0.1477626,1.708823,Tracked,0.4354555,-0.225949,1.862527,Tracked,0.08481629,-0.1295317,1.721645,Tracked,0.4130991,-0.1414361,1.802513,Tracked,0.1427933,0.02376871,1.997176,Tracked,0.2747842,0.02520439,1.99856,Tracked,0.02442682,-0.2557623,1.76538,Tracked,0.2495355,-0.219063,1.701243,Tracked,0.09845347,-0.5676984,1.97136,Tracked,0.2082097,-0.5994621,1.915306,Tracked,0.05298967,-0.6553851,1.953761,Tracked,0.1952807,-0.6921962,1.856909,Tracked
00:00:00.242,0.2010017,0.6348528,1.68196,Tracked,0.1819197,0.4940741,1.77831,Tracked,0.1860666,0.437724,1.812929,Tracked,0.1976185,0.2634945,1.909121,Tracked,0.2121406,0.02445845,2.029207,Tracked,0.03495146,0.4105596,1.814801,Tracked,0.3495004,0.3953128,1.824887,Tracked,-0.04521561,0.2228608,2.001804,Tracked,0.3739405,0.1917579,1.891849,Tracked,0.01013959,-0.03254559,1.856913,Tracked,0.4407772,-0.01356512,1.906772,Tracked,0.0007318173,-0.1106494,1.817213,Tracked,0.4371698,-0.05130801,1.876175,Tracked,-6.630878E-05,-0.1861354,1.808262,Tracked,0.4367991,-0.07619336,1.838066,Tracked,-0.04060728,-0.1548731,1.8025,Tracked,0.399561,-0.04011351,1.834571,Tracked,0.1428964,0.02339485,1.997207,Tracked,0.274747,0.02486628,1.998579,Tracked,0.02237433,-0.2529483,1.762386,Tracked,0.2495078,-0.2192879,1.701182,Tracked,0.09873929,-0.568119,1.971723,Tracked,0.2083821,-0.5993124,1.916009,Tracked,0.05150209,-0.6550657,1.953727,Tracked,0.1950586,-0.691932,1.857192,Tracked
00:00:00.337,0.2004686,0.6344395,1.68008,Tracked,0.1813933,0.4936294,1.777371,Tracked,0.1856553,0.437272,1.812089,Tracked,0.1975262,0.2630588,1.908566,Tracked,0.2123648,0.02407803,2.028908,Tracked,0.03427009,0.4080911,1.811371,Tracked,0.3491362,0.3938231,1.823398,Tracked,-0.04213339,0.2202951,2.01162,Tracked,0.4173425,0.1879891,2.008735,Tracked,0.009540526,-0.03095985,1.858026,Tracked,0.4413556,-0.01610369,1.903125,Tracked,-0.0004315396,-0.1108378,1.816623,Tracked,0.4349809,-0.05254122,1.8714,Tracked,-0.003297564,-0.1862176,1.80768,Tracked,0.4315906,-0.08050639,1.828861,Tracked,-0.03991179,-0.1557739,1.79875,Tracked,0.3994815,-0.03007526,1.844982,Tracked,0.1433766,0.02284618,1.99673,Tracked,0.2748083,0.02459683,1.998391,Tracked,0.02334662,-0.2578955,1.766166,Tracked,0.2494584,-0.2203373,1.700646,Tracked,0.09851946,-0.5692334,1.970581,Tracked,0.2075379,-0.5999799,1.916359,Tracked,0.04143941,-0.6501759,1.956611,Tracked,0.1953455,-0.6923941,1.856523,Tracked
00:00:00.458,0.20041,0.6329311,1.677444,Tracked,0.1804638,0.4915988,1.777553,Tracked,0.1849051,0.435577,1.812254,Tracked,0.1972504,0.2622075,1.908705,Tracked,0.212519,0.02396932,2.02918,Tracked,0.03427117,0.406713,1.809759,Tracked,0.3483912,0.3910497,1.821714,Tracked,-0.04188727,0.2204645,2.011361,Tracked,0.4180753,0.1883423,2.009533,Tracked,0.09395431,0.02625087,1.828203,Tracked,0.4407288,-0.01484768,1.904213,Tracked,0.0684825,-0.04466524,1.808478,Tracked,0.4348298,-0.05232751,1.87365,Tracked,0.06655215,-0.1218326,1.753297,Tracked,0.4347649,-0.08213767,1.828411,Tracked,0.01623411,-0.03054641,1.831658,Tracked,0.3969558,-0.03007444,1.845575,Tracked,0.1434515,0.02277169,1.997134,Tracked,0.2750403,0.02442442,1.99856,Tracked,0.02208223,-0.2541566,1.761687,Tracked,0.2493425,-0.2205468,1.700493,Tracked,0.09805208,-0.5686609,1.97143,Tracked,0.2072411,-0.601188,1.916143,Tracked,0.0342193,-0.6447625,1.959471,Inferred,0.1952775,-0.6936743,1.856227,Tracked
00:00:00.485,0.2003696,0.6317604,1.6762,Tracked,0.1802925,0.4906653,1.777129,Tracked,0.1847347,0.4348216,1.811948,Tracked,0.1971319,0.261908,1.908658,Tracked,0.212462,0.02396504,2.029261,Tracked,0.03430069,0.4063582,1.809329,Tracked,0.3481876,0.3902814,1.820784,Tracked,-0.04232312,0.2181429,2.009144,Tracked,0.4179419,0.1887453,2.009686,Tracked,0.09484012,0.02442391,1.826465,Inferred,0.4407749,-0.01429668,1.904739,Tracked,0.06890626,-0.0449346,1.805687,Tracked,0.4358291,-0.05139301,1.874606,Tracked,0.06750446,-0.1216521,1.750201,Tracked,0.4300097,-0.08035097,1.830297,Tracked,0.01683267,-0.04038867,1.822514,Tracked,0.3991672,-0.02993056,1.845103,Tracked,0.1432967,0.02277868,1.997273,Tracked,0.2750357,0.02441527,1.998606,Tracked,0.02267214,-0.255725,1.763046,Tracked,0.2492694,-0.2207471,1.700372,Tracked,0.09807151,-0.5687749,1.97145,Tracked,0.207296,-0.60122,1.916216,Tracked,0.03883668,-0.6487084,1.956582,Inferred,0.1951942,-0.6937349,1.856151,Tracked
00:00:00.513,0.2003447,0.6311865,1.675437,Tracked,0.1801781,0.490071,1.776954,Tracked,0.1846295,0.4342931,1.811801,Tracked,0.1970757,0.261615,1.908599,Tracked,0.2124634,0.0239428,2.029269,Tracked,0.03433212,0.4060857,1.809198,Tracked,0.3482294,0.3902212,1.820582,Tracked,-0.04200796,0.2200351,2.010894,Tracked,0.4179832,0.1889643,2.009747,Tracked,0.07097711,0.02876069,1.854095,Inferred,0.4408225,-0.01415796,1.905049,Tracked,0.049381,-0.04790701,1.819252,Tracked,0.434868,-0.0511757,1.874557,Tracked,0.05229377,-0.1249366,1.759803,Tracked,0.4327895,-0.08107737,1.829304,Tracked,-0.0007582164,-0.04529975,1.841791,Tracked,0.3974964,-0.02979145,1.845458,Tracked,0.1431856,0.02256563,1.99719,Tracked,0.2751291,0.02446787,1.998709,Tracked,0.02221262,-0.2542818,1.760821,Tracked,0.2491311,-0.2210722,1.700719,Tracked,0.09819575,-0.5688969,1.972809,Tracked,0.2075751,-0.6007773,1.916383,Tracked,0.03884713,-0.649013,1.956574,Inferred,0.195095,-0.6933036,1.856333,Tracked
00:00:00.567,0.2007162,0.62975,1.673688,Tracked,0.1798627,0.488779,1.776526,Tracked,0.1842621,0.4331161,1.811465,Tracked,0.1966356,0.260827,1.908532,Tracked,0.2120448,0.02370725,2.029477,Tracked,0.03425407,0.4053198,1.808902,Tracked,0.3483936,0.3887874,1.81991,Tracked,-0.04113618,0.2196727,2.011242,Tracked,0.4128809,0.1861088,2.009503,Tracked,0.07071961,0.02897617,1.854548,Inferred,0.4221899,-0.06854632,1.853562,Tracked,0.04949523,-0.04779644,1.818994,Tracked,0.4239973,-0.1502264,1.836754,Tracked,0.05203787,-0.1245663,1.760046,Tracked,0.4271849,-0.2303473,1.863436,Tracked,0.0005713883,-0.04323903,1.841785,Tracked,0.393652,-0.1620293,1.802166,Tracked,0.1425276,0.02228453,1.997346,Tracked,0.2748553,0.02422155,1.998965,Tracked,0.02332868,-0.2560214,1.761916,Tracked,0.2491596,-0.2212337,1.700877,Tracked,0.09776271,-0.567551,1.971939,Tracked,0.2078077,-0.5996559,1.916412,Tracked,0.04143461,-0.6493889,1.956946,Tracked,0.1949806,-0.6925324,1.857588,Tracked
00:00:00.710,0.2009853,0.6280282,1.671481,Tracked,0.1802771,0.4861384,1.77255,Tracked,0.1846258,0.430702,1.808246,Tracked,0.1968831,0.2591672,1.907223,Tracked,0.2122781,0.02290725,2.029853,Tracked,0.03454798,0.4025135,1.806141,Tracked,0.3486727,0.3860783,1.815709,Tracked,-0.03364919,0.2075149,2.002901,Tracked,0.4226283,0.1879781,2.006267,Tracked,0.08675229,0.02486181,1.833891,Tracked,0.4239948,-0.06704335,1.850584,Tracked,0.06212201,-0.04815862,1.809319,Tracked,0.4240328,-0.1447038,1.836243,Tracked,0.06264997,-0.1260336,1.751304,Tracked,0.4256747,-0.2243532,1.860833,Tracked,0.01167362,-0.06265515,1.820682,Tracked,0.3961019,-0.1472991,1.800319,Tracked,0.1429279,0.02162576,1.997754,Tracked,0.2749691,0.02331426,1.999327,Tracked,0.02257633,-0.2545034,1.760115,Tracked,0.2484756,-0.2218308,1.701041,Tracked,0.09834503,-0.5670512,1.972144,Tracked,0.2078751,-0.5991815,1.915902,Tracked,0.03669797,-0.6448095,1.96057,Inferred,0.1951203,-0.6922486,1.857701,Tracked
00:00:00.808,0.2009732,0.6271339,1.670418,Tracked,0.1809978,0.4843259,1.769606,Tracked,0.1852251,0.4290679,1.805728,Tracked,0.1971698,0.2580416,1.905901,Tracked,0.2124734,0.02270402,2.030197,Tracked,0.03537599,0.4001245,1.80234,Tracked,0.3486995,0.3849583,1.813201,Tracked,-0.0009678126,0.2009871,1.897715,Tracked,0.4216851,0.1862242,2.003754,Tracked,-0.01182493,-0.05537716,1.833598,Inferred,0.4240087,-0.06915117,1.84838,Tracked,0.008402745,-0.1190566,1.813869,Tracked,0.4236942,-0.1515402,1.837438,Tracked,-0.003510667,-0.1896052,1.812681,Tracked,0.4273637,-0.2299399,1.864866,Tracked,-0.03783739,-0.05892809,1.836769,Tracked,0.3949857,-0.152681,1.799858,Tracked,0.1430255,0.02125391,1.997624,Tracked,0.2753552,0.02331937,2.000186,Tracked,0.02124768,-0.2528158,1.757961,Tracked,0.2481769,-0.2213082,1.701376,Tracked,0.09768024,-0.5677463,1.972456,Tracked,0.2077493,-0.5992172,1.915903,Tracked,0.04018898,-0.6470737,1.966117,Tracked,0.1956408,-0.692062,1.856609,Tracked
00:00:00.933,0.2006144,0.6254546,1.668819,Tracked,0.181552,0.4827494,1.767553,Tracked,0.1855676,0.4275534,1.803811,Tracked,0.196998,0.25683,1.904599,Tracked,0.2117952,0.0220777,2.029798,Tracked,0.03593206,0.3983207,1.799634,Tracked,0.3486006,0.383553,1.811119,Tracked,0.01256671,0.1922198,1.87176,Tracked,0.4191052,0.1864088,2.004477,Tracked,0.0138084,-0.05174679,1.849431,Tracked,0.4235421,-0.06871168,1.848058,Tracked,-0.002213037,-0.1187171,1.820594,Tracked,0.4241069,-0.1505063,1.836264,Tracked,-0.01424478,-0.1909816,1.812513,Tracked,0.4281306,-0.2299235,1.864362,Tracked,0.03678754,-0.1171101,1.77037,Tracked,0.3951225,-0.1536625,1.798815,Tracked,0.1419629,0.0204176,1.996741,Tracked,0.2749348,0.02277005,2.000077,Tracked,0.0204349,-0.2526637,1.754861,Tracked,0.2481538,-0.2220828,1.700787,Tracked,0.09788962,-0.5676838,1.971584,Tracked,0.208078,-0.5990497,1.915925,Tracked,0.04363842,-0.6508348,1.957528,Tracked,0.1954381,-0.6920714,1.856781,Tracked
00:00:01.075,0.2005549,0.6250307,1.668413,Tracked,0.1817669,0.4823714,1.767215,Tracked,0.1857542,0.4271298,1.803464,Tracked,0.1969606,0.2561003,1.904138,Tracked,0.2109778,0.02096739,2.0295,Tracked,0.03624185,0.3978975,1.799267,Tracked,0.3486446,0.3833913,1.810891,Tracked,-0.007302283,0.1893322,1.933384,Tracked,0.4238024,0.1886446,2.004727,Tracked,0.01382192,-0.05192839,1.849088,Tracked,0.4242079,-0.06685571,1.848848,Tracked,-0.000866916,-0.1171056,1.818991,Tracked,0.4241197,-0.1504739,1.836819,Tracked,-0.009748844,-0.1881509,1.811177,Tracked,0.4282319,-0.2299744,1.86483,Tracked,0.03709603,-0.116612,1.76093,Tracked,0.3953689,-0.1527778,1.800169,Tracked,0.1413185,0.01898484,1.995717,Tracked,0.2740109,0.02187929,2.000269,Tracked,0.01958396,-0.2540359,1.752449,Tracked,0.2488879,-0.2227239,1.699501,Tracked,0.09798163,-0.5677649,1.971795,Tracked,0.2078715,-0.5989785,1.91576,Tracked,0.06766117,-0.6598363,1.965471,Tracked,0.1954534,-0.6925005,1.857285,Tracked
00:00:01.167,0.2004299,0.6250362,1.668255,Tracked,0.1818947,0.4824281,1.766943,Tracked,0.185837,0.4271513,1.803205,Tracked,0.1969202,0.2560672,1.90392,Tracked,0.2105785,0.02088335,2.029336,Tracked,0.03621975,0.3978836,1.799002,Tracked,0.3488097,0.3840086,1.810591,Tracked,0.02160954,0.185536,1.87039,Tracked,0.4230367,0.1874433,2.003588,Tracked,0.01402081,-0.05205383,1.847921,Tracked,0.4241393,-0.06833345,1.847567,Tracked,-0.002674459,-0.1186038,1.820399,Tracked,0.4237546,-0.1507339,1.835955,Tracked,-0.0156932,-0.1912503,1.815244,Tracked,0.4280568,-0.2298814,1.864029,Tracked,0.03686551,-0.127587,1.767773,Tracked,0.3950953,-0.1552279,1.799724,Tracked,0.1407633,0.0188649,1.995312,Tracked,0.2737307,0.02189149,2.000317,Tracked,0.0221261,-0.2599609,1.757075,Tracked,0.2488796,-0.2228794,1.699121,Tracked,0.09807365,-0.56904,1.970966,Tracked,0.2063938,-0.6002656,1.917183,Tracked,0.05651355,-0.659178,1.954613,Tracked,0.1960299,-0.6933225,1.856155,Tracked
00:00:01.200,0.2003953,0.6250297,1.668203,Tracked,0.1818825,0.4824356,1.76694,Tracked,0.1858193,0.4271513,1.803195,Tracked,0.1968639,0.2560233,1.90388,Tracked,0.2104863,0.02079551,2.029293,Tracked,0.03622254,0.3978951,1.799,Tracked,0.3488025,0.3839764,1.810528,Tracked,0.02009135,0.1885548,1.868495,Tracked,0.4214724,0.186121,2.003108,Tracked,0.01399103,-0.0520844,1.847869,Tracked,0.4239432,-0.06961145,1.846781,Tracked,-0.002778591,-0.1187,1.818625,Tracked,0.423538,-0.1505974,1.833917,Tracked,-0.01521237,-0.1911549,1.812243,Tracked,0.4274907,-0.2295837,1.861606,Tracked,0.0364867,-0.137116,1.767553,Tracked,0.3938169,-0.1550091,1.797644,Tracked,0.1407616,0.01886415,1.995313,Tracked,0.273445,0.02162898,2.000179,Tracked,0.02249439,-0.2612535,1.758453,Tracked,0.2491743,-0.223238,1.698929,Tracked,0.09808844,-0.5692557,1.97043,Tracked,0.2061532,-0.6006012,1.91706,Tracked,0.05626604,-0.6592397,1.954607,Tracked,0.1960544,-0.6936066,1.855737,Tracked
00:00:01.267,0.2001413,0.6252608,1.668386,Tracked,0.1817332,0.4826833,1.767159,Tracked,0.1857274,0.4273345,1.803318,Tracked,0.1968442,0.2561241,1.903906,Tracked,0.2107731,0.02086576,2.029285,Tracked,0.03614898,0.3980912,1.79911,Tracked,0.3487881,0.3841594,1.810706,Tracked,0.02617604,0.1820215,1.867488,Tracked,0.4191636,0.1852048,2.003592,Tracked,0.01400974,-0.05208619,1.847836,Tracked,0.4236252,-0.07037371,1.846374,Tracked,-0.002653703,-0.1180018,1.818903,Tracked,0.4235924,-0.1508372,1.835186,Tracked,-0.01615698,-0.1911769,1.813587,Tracked,0.4279824,-0.2299977,1.863412,Tracked,0.03465965,-0.1273275,1.763285,Tracked,0.3945673,-0.1552333,1.798812,Tracked,0.1411448,0.0191906,1.995543,Tracked,0.2736664,0.02162356,2.000092,Tracked,0.02152341,-0.2594406,1.75711,Tracked,0.2489792,-0.2233537,1.698702,Tracked,0.09817377,-0.5695103,1.970515,Tracked,0.206336,-0.6008873,1.916715,Tracked,0.02518234,-0.6382566,1.962181,Tracked,0.1957554,-0.6941087,1.855973,Tracked
00:00:01.439,0.1996705,0.6259202,1.66864,Tracked,0.1813206,0.4837893,1.766934,Tracked,0.1853117,0.4282669,1.802999,Tracked,0.1964306,0.2567062,1.903412,Tracked,0.2103359,0.02137008,2.028657,Tracked,0.03568289,0.3985792,1.799468,Tracked,0.3485602,0.384504,1.810677,Tracked,-0.005973849,0.2044367,1.911384,Tracked,0.4182691,0.1855621,2.004565,Tracked,0.01440607,-0.05223705,1.845572,Tracked,0.4235079,-0.06998565,1.846263,Tracked,-2.057177E-06,-0.1171609,1.817474,Tracked,0.4235049,-0.1510101,1.834622,Tracked,-0.007638637,-0.1887649,1.812174,Tracked,0.4278935,-0.2299469,1.863003,Tracked,0.0357674,-0.1205108,1.756913,Tracked,0.3943391,-0.15632,1.799353,Tracked,0.1407065,0.01981239,1.995096,Tracked,0.2732998,0.022079,1.999327,Tracked,0.02131175,-0.2620565,1.759802,Tracked,0.2488495,-0.2240404,1.698136,Tracked,0.1040627,-0.578739,1.965188,Tracked,0.2048721,-0.6011193,1.91734,Tracked,0.04731984,-0.660619,1.953504,Tracked,0.1963039,-0.694159,1.855219,Tracked
00:00:01.574,0.1992054,0.6262068,1.669491,Tracked,0.1813431,0.4846416,1.767118,Tracked,0.1853314,0.4289427,1.803105,Tracked,0.1964731,0.257,1.903408,Tracked,0.2104128,0.02144839,2.028617,Tracked,0.0355342,0.3984785,1.799519,Tracked,0.3484876,0.3845239,1.810636,Tracked,0.01112572,0.1939627,1.869869,Tracked,0.4173106,0.1846683,2.004529,Tracked,0.01444675,-0.05214646,1.84562,Tracked,0.4233273,-0.07083914,1.84545,Tracked,-0.001783917,-0.1179419,1.819661,Tracked,0.4236821,-0.1515913,1.836227,Tracked,-0.01029086,-0.1901896,1.816756,Tracked,0.4284639,-0.2302359,1.865659,Tracked,0.03537743,-0.1206969,1.761742,Tracked,0.3948136,-0.1540644,1.799707,Tracked,0.1407968,0.01994606,1.995045,Tracked,0.2733927,0.0221325,1.999339,Tracked,0.02028083,-0.2615859,1.759214,Tracked,0.2486467,-0.2243003,1.697911,Tracked,0.1017804,-0.5718643,1.969239,Tracked,0.2058464,-0.6006282,1.917458,Tracked,0.05201701,-0.6588787,1.951119,Tracked,0.1958701,-0.6940228,1.856218,Tracked
00:00:01.635,0.1988867,0.6267011,1.670057,Tracked,0.1815134,0.4851813,1.766844,Tracked,0.1854914,0.4294691,1.80286,Tracked,0.1966076,0.2574432,1.903262,Tracked,0.2105337,0.0218083,2.028621,Tracked,0.03539137,0.3987069,1.79927,Tracked,0.3485045,0.3846113,1.810496,Tracked,0.02599711,0.1827909,1.865567,Tracked,0.417416,0.1846852,2.004296,Tracked,0.01434357,-0.05218058,1.845685,Tracked,0.4233309,-0.07083464,1.845232,Tracked,-0.002335334,-0.1176748,1.818808,Tracked,0.4234665,-0.1508965,1.834469,Tracked,-0.0142258,-0.190458,1.814849,Tracked,0.4277711,-0.2298839,1.862503,Tracked,0.03531864,-0.1275212,1.762711,Tracked,0.3936882,-0.1562399,1.799088,Tracked,0.1409071,0.02033966,1.995069,Tracked,0.2735439,0.0224909,1.999344,Tracked,0.02065706,-0.2616291,1.759236,Tracked,0.2486335,-0.2243395,1.697952,Tracked,0.1017564,-0.5716872,1.969099,Tracked,0.205551,-0.6012918,1.917619,Tracked,0.04774359,-0.6561083,1.954057,Tracked,0.195717,-0.6947836,1.856411,Tracked
00:00:01.718,0.1986797,0.6269116,1.670654,Tracked,0.1815559,0.4856088,1.766521,Tracked,0.1855113,0.4298004,1.802596,Tracked,0.1965743,0.2575585,1.903142,Tracked,0.2103753,0.02181195,2.028599,Tracked,0.03528906,0.3986707,1.799194,Tracked,0.3484389,0.3842598,1.81031,Tracked,-0.004310396,0.1909598,1.923615,Tracked,0.4175051,0.1844193,2.004314,Tracked,0.01433535,-0.05216509,1.845702,Tracked,0.4233661,-0.07113682,1.845056,Tracked,-0.0003862133,-0.1171019,1.817602,Tracked,0.4233194,-0.1503662,1.835207,Tracked,-0.008826855,-0.18797,1.811088,Tracked,0.4281515,-0.2300933,1.864185,Tracked,0.03586352,-0.11881,1.756458,Tracked,0.3943972,-0.1543367,1.799152,Tracked,0.1407324,0.02031407,1.995046,Tracked,0.2733962,0.02246867,1.99931,Tracked,0.01903338,-0.2597087,1.75692,Tracked,0.2493602,-0.2220828,1.695467,Tracked,0.1045133,-0.5868871,1.975023,Tracked,0.2061089,-0.6005564,1.917946,Tracked,0.03688953,-0.663021,1.953378,Inferred,0.1957523,-0.6940259,1.856407,Tracked
00:00:01.900,0.198478,0.6277892,1.673014,Tracked,0.1816971,0.4865941,1.765656,Tracked,0.1856015,0.4306842,1.801846,Tracked,0.1965449,0.2581187,1.902743,Tracked,0.2102371,0.02200366,2.028739,Tracked,0.03480668,0.3985663,1.797733,Tracked,0.3484338,0.3832802,1.809357,Tracked,0.0157935,0.1909606,1.863781,Tracked,0.418816,0.1830601,2.003587,Tracked,0.01431,-0.05202825,1.846013,Tracked,0.4236331,-0.07305947,1.843791,Tracked,-0.001922065,-0.1171806,1.817861,Tracked,0.412028,-0.1577248,1.828338,Tracked,-0.01210066,-0.1886856,1.81363,Tracked,0.4235354,-0.2405793,1.868687,Tracked,0.03613902,-0.108972,1.7648,Tracked,0.3665878,-0.1631093,1.755571,Tracked,0.1406009,0.02061275,1.995129,Tracked,0.2732938,0.02262193,1.999564,Tracked,0.0206765,-0.2642083,1.761684,Tracked,0.2495684,-0.2231137,1.696151,Tracked,0.1044791,-0.533879,1.955375,Tracked,0.2063926,-0.6003256,1.917904,Tracked,0.06313013,-0.6296645,1.952332,Tracked,0.1960334,-0.6937473,1.855771,Tracked
00:00:01.979,0.1984849,0.6281618,1.6735,Tracked,0.1818575,0.4873138,1.765111,Tracked,0.185764,0.4313361,1.801352,Tracked,0.1967095,0.2585343,1.902414,Tracked,0.2104829,0.02215868,2.028644,Tracked,0.03480362,0.3985827,1.797115,Tracked,0.3484758,0.383157,1.80901,Tracked,0.01602837,0.1905349,1.862712,Tracked,0.4203625,0.1837416,2.003855,Tracked,0.01408538,-0.05196758,1.846381,Tracked,0.4239075,-0.07271359,1.844002,Tracked,-0.001559473,-0.1182192,1.819215,Tracked,0.4235291,-0.1588028,1.836406,Tracked,-0.01478834,-0.1913648,1.815159,Tracked,0.4305477,-0.2388638,1.866806,Tracked,0.03601152,-0.1202631,1.763124,Tracked,0.3922451,-0.1636141,1.797497,Tracked,0.140908,0.02084712,1.995061,Tracked,0.2734894,0.02272302,1.999457,Tracked,0.01868316,-0.2613059,1.758989,Tracked,0.2500161,-0.2221123,1.695014,Tracked,0.09197064,-0.5332192,1.96968,Tracked,0.2063328,-0.6001168,1.917585,Tracked,0.06236644,-0.6300612,1.951242,Tracked,0.1958509,-0.6936257,1.855594,Tracked
00:00:02.049,0.1985232,0.6281739,1.673584,Tracked,0.1818532,0.4874377,1.764883,Tracked,0.1857689,0.43146,1.801125,Tracked,0.1967364,0.2586379,1.902198,Tracked,0.2105502,0.02221228,2.028489,Tracked,0.03469545,0.3986528,1.796951,Tracked,0.3484063,0.3831168,1.808475,Tracked,0.01645214,0.1904266,1.862584,Tracked,0.4202717,0.1837146,2.003592,Tracked,0.01413296,-0.05209988,1.846239,Tracked,0.4241316,-0.0729538,1.843755,Tracked,-0.002145124,-0.1180127,1.819858,Tracked,0.4113324,-0.1565357,1.828395,Tracked,-0.01479233,-0.1912139,1.813759,Tracked,0.4237571,-0.2406946,1.869611,Tracked,0.03606213,-0.1342843,1.765125,Tracked,0.3687257,-0.1414348,1.747616,Tracked,0.1409801,0.02093959,1.994872,Tracked,0.2735561,0.02274967,1.999345,Tracked,0.01911618,-0.2631984,1.761087,Tracked,0.2501403,-0.2226739,1.695262,Tracked,0.09676249,-0.5605956,1.970781,Tracked,0.2068442,-0.599853,1.917399,Tracked,0.05324205,-0.6509265,1.953907,Tracked,0.1955249,-0.6934856,1.855841,Tracked
00:00:02.185,0.1987151,0.6282328,1.673648,Tracked,0.1818264,0.4877472,1.764622,Tracked,0.1857876,0.4317822,1.800882,Tracked,0.1970394,0.259109,1.902145,Tracked,0.2118235,0.02300933,2.029217,Tracked,0.03468704,0.3987404,1.796628,Tracked,0.3485114,0.383112,1.808301,Tracked,0.01735044,0.1900972,1.862141,Tracked,0.4204092,0.1833525,2.003584,Tracked,0.01408219,-0.05212845,1.846146,Tracked,0.4243518,-0.07344235,1.843263,Tracked,-0.001678543,-0.1181599,1.819702,Tracked,0.4108868,-0.1569944,1.829002,Tracked,-0.01279981,-0.190647,1.81611,Tracked,0.4242128,-0.2406123,1.871499,Tracked,0.03788994,-0.1078071,1.765,Tracked,0.3675119,-0.1414497,1.747427,Tracked,0.1418535,0.02127852,1.99521,Tracked,0.2753744,0.02418446,2.000584,Tracked,0.02036848,-0.2658784,1.76498,Tracked,0.2494986,-0.2219616,1.697014,Tracked,0.09902475,-0.5783597,1.970977,Tracked,0.2063126,-0.5999402,1.917481,Tracked,0.04496345,-0.6633997,1.953727,Tracked,0.1957467,-0.6935526,1.855488,Tracked
